Date,Time of crash,Location,Operator,Flight #,Route,Type,Registration,cn/In,Aboard,Fatalities,Ground,Summary,Weather,Pilot Experience,DelayMinutes (in mins),Aircraft Model,Aircraft Age,Investigation Completed,Incident Severity
14-04-2023,2:33:56,New York,Commercial - AirFly,F6185,International,Cessna 172,REG84498,CN530,188,69,5,Crash during takeoff.,Clear,2,30,Boeing 737,1,No,Medium
29-07-1973,1:50:25,Paris,Commercial - AirFly,F9209,Cargo,Cessna 172,REG62727,CN184,275,68,19,Engine failure mid-air.,Storm,6,10,Boeing 737,17,Yes,Medium
14-02-2018,10:25:37,Sydney,Private - AeroClub,F6081,Cargo,Wright Flyer,REG17589,CN350,45,55,3,Crash during takeoff.,Snow,39,0,Cessna 208,22,Yes,Low
20-02-1971,22:08:44,New York,Military - U.S. Army,F9133,Training,Airbus A320,REG77793,CN901,133,21,11,Engine failure mid-air.,Storm,8,60,Boeing 737,11,No,High
30-12-2016,2:16:45,Paris,Private - AeroClub,F9128,Cargo,Airbus A320,REG57202,CN156,256,72,5,Bird strike reported.,Rain,17,60,Boeing 737,29,Yes,Medium
26-08-2015,0:02:54,New York,Military - U.S. Army,F1753,Cargo,Boeing 747,REG60197,CN253,92,4,17,Crash during takeoff.,Rain,21,5,Antonov An-225,30,No,High
27-12-1976,18:23:07,Paris,Private - AeroClub,F3938,International,Airbus A320,REG16019,CN510,36,59,9,Bird strike reported.,Storm,6,30,Antonov An-225,1,No,Medium
28-02-1996,18:50:19,Sydney,Cargo Air,F4974,Cargo,Boeing 747,REG87554,CN605,101,93,17,Engine failure mid-air.,Rain,1,15,Boeing 737,8,No,Low
21-01-2000,0:48:42,Delhi,Commercial - AirFly,F2703,International,Airbus A320,REG41217,CN529,252,7,4,Bird strike reported.,Clear,3,5,Antonov An-225,23,No,Critical
14-08-1977,18:06:32,London,Rescue Ops,F2226,Domestic,Cessna 172,REG96827,CN233,122,37,8,Bird strike reported.,Fog,21,10,Antonov An-225,9,Yes,Low
09-03-1988,4:49:49,Paris,Private - AeroClub,F3546,Domestic,Wright Flyer,REG68925,CN577,161,52,3,Mid-air collision.,Storm,14,15,Cessna 208,15,No,Low
10-02-1978,5:51:43,Tokyo,Cargo Air,F1660,International,Boeing 747,REG29441,CN193,128,45,12,Mid-air collision.,Clear,20,10,Airbus A380,1,No,Critical
17-11-2019,23:35:15,New York,Rescue Ops,F2669,International,F-16 Falcon,REG11567,CN163,114,16,6,Crash during takeoff.,Storm,6,30,Cessna 208,30,Yes,Low
14-10-1975,6:57:41,Delhi,Military - U.S. Army,F2506,Training,F-16 Falcon,REG15596,CN572,26,21,18,Crash during takeoff.,Fog,32,0,Antonov An-225,22,No,Medium
03-10-2001,6:58:11,Tokyo,Commercial - AirFly,F8307,International,F-16 Falcon,REG90492,CN734,126,82,9,Crash during takeoff.,Fog,36,15,Boeing 737,3,No,Critical
24-04-1982,13:12:41,Paris,Military - U.S. Army,F9907,Domestic,Cessna 172,REG57069,CN591,279,100,15,Bird strike reported.,Snow,33,10,Antonov An-225,9,Yes,Low
10-08-1998,19:14:01,Tokyo,Private - AeroClub,F8728,Training,Airbus A320,REG40508,CN263,52,31,7,Bird strike reported.,Snow,4,60,Airbus A380,19,No,High
02-08-1985,5:15:37,Tokyo,Commercial - AirFly,F1462,Training,Airbus A320,REG83873,CN245,289,24,15,Mid-air collision.,Storm,12,15,Boeing 737,3,Yes,Medium
24-12-2023,7:01:33,Delhi,Private - AeroClub,F6435,International,Wright Flyer,REG54663,CN834,91,41,1,Crash during landing.,Rain,38,45,Airbus A380,25,Yes,High
04-07-1976,11:45:42,Delhi,Cargo Air,F2655,Training,Boeing 747,REG52284,CN239,81,93,13,Crash during takeoff.,Storm,12,45,Cessna 208,8,Yes,Critical
11-07-1997,23:44:18,London,Military - U.S. Army,F1029,Cargo,Airbus A320,REG14244,CN286,163,78,7,Mid-air collision.,Clear,32,5,Cessna 208,24,Yes,Medium
11-02-2001,10:10:40,New York,Commercial - AirFly,F8317,Domestic,Boeing 747,REG37483,CN355,35,44,8,Crash during landing.,Clear,4,15,Antonov An-225,24,No,Medium
22-02-2007,15:56:24,Tokyo,Cargo Air,F7149,Domestic,Cessna 172,REG85766,CN766,116,20,14,Crash during landing.,Clear,19,0,Cessna 208,9,Yes,Low
31-08-2000,5:56:24,London,Private - AeroClub,F9962,Domestic,Boeing 747,REG87860,CN728,248,90,0,Crash during takeoff.,Rain,39,15,Airbus A380,2,Yes,High
10-06-1988,6:26:44,Paris,Cargo Air,F5346,Training,Boeing 747,REG41135,CN198,26,50,18,Mid-air collision.,Fog,10,0,Cessna 208,1,No,Low
04-06-1996,21:40:38,Delhi,Military - U.S. Army,F2589,Domestic,Wright Flyer,REG32391,CN753,150,10,15,Crash during landing.,Storm,26,15,Antonov An-225,29,No,Low
25-10-2018,12:11:23,Delhi,Commercial - AirFly,F4056,Cargo,F-16 Falcon,REG44510,CN550,239,33,7,Bird strike reported.,Snow,4,5,Boeing 737,3,No,Critical
28-11-2022,7:35:03,Delhi,Cargo Air,F7858,Cargo,Airbus A320,REG40886,CN587,154,10,12,Crash during landing.,Snow,37,30,Airbus A380,4,No,Medium
30-12-1984,6:51:12,London,Private - AeroClub,F7936,Domestic,Cessna 172,REG36465,CN942,76,76,8,Bird strike reported.,Clear,6,15,Antonov An-225,18,No,High
16-08-2016,14:58:55,New York,Cargo Air,F9561,Cargo,F-16 Falcon,REG64321,CN253,76,72,18,Mid-air collision.,Clear,7,30,Boeing 737,26,No,High
12-11-2006,8:24:41,Delhi,Cargo Air,F8750,Domestic,Wright Flyer,REG46099,CN512,74,79,19,Crash during takeoff.,Clear,26,10,Airbus A380,2,No,High
01-06-2003,0:21:52,Tokyo,Commercial - AirFly,F5593,Cargo,F-16 Falcon,REG39878,CN237,154,95,14,Bird strike reported.,Storm,27,30,Boeing 737,7,No,Medium
13-07-2006,23:31:48,Paris,Commercial - AirFly,F1920,International,F-16 Falcon,REG50779,CN826,260,51,4,Mid-air collision.,Snow,2,5,Airbus A380,29,Yes,Low
20-05-1992,1:29:03,Tokyo,Military - U.S. Army,F5488,Training,Cessna 172,REG76207,CN506,64,87,0,Engine failure mid-air.,Storm,32,30,Antonov An-225,6,No,High
19-11-2000,5:53:57,Tokyo,Private - AeroClub,F5670,Domestic,Cessna 172,REG16507,CN266,293,99,6,Engine failure mid-air.,Rain,14,10,Antonov An-225,17,Yes,Low
14-07-2012,4:41:11,Paris,Private - AeroClub,F4666,Training,Airbus A320,REG50037,CN829,141,54,12,Bird strike reported.,Fog,17,5,Antonov An-225,10,No,Low
29-08-1970,16:42:53,Tokyo,Cargo Air,F5631,Training,F-16 Falcon,REG73142,CN165,173,35,20,Bird strike reported.,Storm,17,45,Cessna 208,7,Yes,Medium
04-02-1975,19:25:42,Tokyo,Military - U.S. Army,F1417,Cargo,Boeing 747,REG44003,CN528,208,49,1,Mid-air collision.,Snow,13,10,Airbus A380,22,No,High
07-07-2015,9:54:10,Sydney,Cargo Air,F3967,Training,F-16 Falcon,REG71706,CN231,133,92,17,Engine failure mid-air.,Storm,6,5,Cessna 208,8,No,Critical
22-09-1999,11:16:37,Tokyo,Rescue Ops,F2929,Cargo,F-16 Falcon,REG93151,CN697,298,79,2,Crash during takeoff.,Rain,33,0,Antonov An-225,17,No,Critical
07-11-1974,4:08:12,Tokyo,Rescue Ops,F8496,International,Boeing 747,REG33639,CN897,42,62,10,Engine failure mid-air.,Storm,4,0,Antonov An-225,9,Yes,Medium
13-09-2021,5:31:50,New York,Military - U.S. Army,F8105,Cargo,Cessna 172,REG66233,CN588,197,0,1,Mid-air collision.,Rain,24,0,Cessna 208,25,Yes,Low
16-05-1970,20:46:15,London,Commercial - AirFly,F6113,International,F-16 Falcon,REG60272,CN615,157,21,2,Crash during landing.,Storm,19,15,Cessna 208,14,Yes,High
23-12-2013,11:48:12,London,Rescue Ops,F1313,International,Wright Flyer,REG27197,CN316,12,75,16,Engine failure mid-air.,Clear,24,45,Boeing 737,13,No,Low
14-04-2023,1:42:06,Sydney,Private - AeroClub,F1790,Domestic,Cessna 172,REG68237,CN489,64,70,8,Crash during takeoff.,Rain,14,45,Boeing 737,10,No,Low
05-09-2016,8:39:38,Sydney,Military - U.S. Army,F7862,Domestic,Airbus A320,REG90962,CN220,145,14,3,Crash during takeoff.,Rain,39,5,Cessna 208,27,Yes,High
05-10-2006,9:10:02,Paris,Rescue Ops,F4402,Cargo,Boeing 747,REG40737,CN102,7,85,2,Crash during landing.,Snow,32,5,Boeing 737,25,Yes,Low
16-12-1992,20:14:29,Tokyo,Commercial - AirFly,F8606,Domestic,F-16 Falcon,REG32898,CN995,21,37,11,Bird strike reported.,Fog,8,0,Boeing 737,1,Yes,Medium
27-06-1999,11:57:28,Paris,Commercial - AirFly,F2522,Training,Boeing 747,REG33969,CN216,206,51,14,Bird strike reported.,Fog,31,60,Antonov An-225,21,Yes,Low
21-11-1981,22:46:03,London,Private - AeroClub,F7816,Cargo,Airbus A320,REG98918,CN548,93,78,12,Bird strike reported.,Snow,2,60,Airbus A380,16,No,Low
24-11-2006,14:02:04,Tokyo,Commercial - AirFly,F1202,International,Boeing 747,REG78039,CN635,49,55,7,Crash during takeoff.,Storm,25,5,Boeing 737,1,Yes,Critical
26-06-2014,5:04:48,Delhi,Commercial - AirFly,F4946,Training,Boeing 747,REG16599,CN619,115,70,20,Crash during takeoff.,Fog,16,0,Antonov An-225,15,No,Low
20-09-2014,14:20:07,Delhi,Private - AeroClub,F2681,Cargo,Cessna 172,REG14696,CN670,282,0,2,Mid-air collision.,Snow,20,30,Airbus A380,21,No,High
07-08-2002,1:52:14,Delhi,Commercial - AirFly,F8751,Training,Cessna 172,REG24945,CN199,114,0,10,Bird strike reported.,Storm,36,30,Cessna 208,23,Yes,Low
23-09-1984,15:08:52,Sydney,Rescue Ops,F2752,Training,Airbus A320,REG35679,CN292,62,50,6,Crash during takeoff.,Rain,22,0,Antonov An-225,2,Yes,Critical
13-01-2011,21:37:32,London,Rescue Ops,F1071,Domestic,Airbus A320,REG66729,CN958,300,61,16,Engine failure mid-air.,Snow,12,45,Airbus A380,4,No,High
24-03-2015,12:26:38,Sydney,Military - U.S. Army,F5482,Cargo,Boeing 747,REG48557,CN563,69,17,13,Mid-air collision.,Snow,20,60,Cessna 208,23,Yes,Medium
24-10-1988,19:45:18,Sydney,Commercial - AirFly,F3173,International,Airbus A320,REG81105,CN810,166,90,3,Bird strike reported.,Snow,31,30,Antonov An-225,22,No,Critical
23-02-1971,16:06:01,Delhi,Military - U.S. Army,F1869,Domestic,Wright Flyer,REG44993,CN868,83,36,8,Engine failure mid-air.,Clear,19,5,Boeing 737,12,No,Low
29-05-2020,7:47:41,Paris,Rescue Ops,F4892,Training,F-16 Falcon,REG60014,CN496,214,100,10,Mid-air collision.,Clear,1,45,Cessna 208,7,No,Medium
29-12-2002,18:34:47,Paris,Military - U.S. Army,F4170,Training,Cessna 172,REG33255,CN799,39,23,5,Mid-air collision.,Clear,25,0,Antonov An-225,9,No,Medium
09-06-1984,18:54:16,New York,Commercial - AirFly,F8640,International,F-16 Falcon,REG30146,CN430,27,99,20,Mid-air collision.,Storm,32,60,Cessna 208,3,No,Medium
01-07-1986,16:04:50,Paris,Military - U.S. Army,F7814,Cargo,F-16 Falcon,REG55796,CN326,110,84,10,Bird strike reported.,Storm,19,5,Antonov An-225,18,Yes,Low
15-01-2001,14:15:57,Sydney,Cargo Air,F4994,Domestic,Boeing 747,REG59987,CN915,59,49,8,Mid-air collision.,Storm,2,30,Cessna 208,17,No,Critical
07-12-1973,9:57:41,London,Commercial - AirFly,F9419,Domestic,F-16 Falcon,REG31940,CN891,276,68,0,Crash during landing.,Rain,14,60,Antonov An-225,27,Yes,Medium
31-03-2018,22:56:47,Delhi,Private - AeroClub,F3519,Domestic,Cessna 172,REG53478,CN138,45,9,1,Engine failure mid-air.,Storm,36,0,Airbus A380,30,No,Critical
24-10-2004,14:40:25,Delhi,Commercial - AirFly,F1276,Cargo,F-16 Falcon,REG80101,CN106,33,96,18,Crash during landing.,Clear,23,30,Boeing 737,10,No,Low
04-04-1995,14:24:25,Sydney,Private - AeroClub,F8765,International,Airbus A320,REG38818,CN239,201,69,9,Engine failure mid-air.,Storm,24,0,Airbus A380,4,Yes,Low
19-05-2021,19:25:34,Paris,Private - AeroClub,F5992,International,Boeing 747,REG37752,CN522,263,18,5,Engine failure mid-air.,Rain,40,60,Cessna 208,7,Yes,Medium
23-11-2020,1:54:48,Paris,Rescue Ops,F2198,Training,F-16 Falcon,REG42858,CN200,102,92,18,Crash during takeoff.,Storm,23,5,Airbus A380,4,No,Low
12-05-1987,10:31:28,Tokyo,Cargo Air,F6008,International,Airbus A320,REG84299,CN473,162,54,5,Crash during landing.,Storm,16,60,Airbus A380,23,No,High
02-04-2002,4:43:46,Tokyo,Rescue Ops,F8583,Cargo,Boeing 747,REG50038,CN598,283,13,5,Mid-air collision.,Clear,18,60,Airbus A380,29,Yes,High
10-11-1976,23:04:57,New York,Cargo Air,F1511,Cargo,Airbus A320,REG37886,CN137,283,33,17,Mid-air collision.,Fog,10,10,Antonov An-225,8,No,Medium
10-09-2011,16:32:05,Delhi,Commercial - AirFly,F9227,Domestic,Wright Flyer,REG90482,CN800,85,96,16,Engine failure mid-air.,Fog,11,5,Airbus A380,24,No,High
17-08-1973,7:48:31,London,Private - AeroClub,F5331,Training,Wright Flyer,REG15610,CN784,106,66,11,Crash during takeoff.,Fog,30,0,Boeing 737,21,No,Low
10-10-2016,20:53:17,Sydney,Commercial - AirFly,F9918,International,Cessna 172,REG95678,CN487,188,75,20,Crash during landing.,Snow,17,15,Airbus A380,17,No,High
15-12-2000,15:50:30,Paris,Private - AeroClub,F9222,International,Cessna 172,REG31706,CN335,40,65,20,Bird strike reported.,Rain,10,5,Airbus A380,12,Yes,Medium
14-03-2007,10:46:07,Delhi,Rescue Ops,F8848,International,Airbus A320,REG31134,CN762,211,2,7,Crash during landing.,Rain,37,30,Airbus A380,5,Yes,Medium
07-01-1975,5:16:59,London,Cargo Air,F7642,Domestic,Boeing 747,REG21239,CN321,230,77,15,Crash during takeoff.,Rain,15,60,Antonov An-225,20,Yes,Medium
30-10-2015,8:10:46,Sydney,Commercial - AirFly,F8429,Domestic,Wright Flyer,REG59572,CN494,68,13,0,Engine failure mid-air.,Snow,33,45,Antonov An-225,27,Yes,Low
01-12-1985,15:57:39,Paris,Private - AeroClub,F9706,Domestic,F-16 Falcon,REG73208,CN775,67,77,17,Crash during landing.,Fog,34,15,Cessna 208,28,Yes,Critical
03-08-1990,15:50:49,Delhi,Commercial - AirFly,F2600,Cargo,Wright Flyer,REG43360,CN588,120,10,9,Mid-air collision.,Snow,27,10,Airbus A380,1,Yes,Low
18-08-2016,0:24:41,London,Commercial - AirFly,F7698,Training,F-16 Falcon,REG30287,CN536,300,32,8,Mid-air collision.,Fog,37,10,Cessna 208,22,No,Medium
27-01-2007,17:50:35,Delhi,Military - U.S. Army,F7065,Cargo,Boeing 747,REG50193,CN691,177,99,12,Engine failure mid-air.,Clear,15,15,Airbus A380,4,Yes,Critical
12-05-2000,17:39:44,Sydney,Private - AeroClub,F3633,Cargo,F-16 Falcon,REG21939,CN943,75,60,19,Crash during takeoff.,Clear,5,10,Airbus A380,12,Yes,Low
24-06-2004,12:39:41,Paris,Commercial - AirFly,F1941,International,Cessna 172,REG67536,CN110,104,84,16,Bird strike reported.,Rain,3,60,Airbus A380,20,Yes,Low
10-04-2002,7:41:00,London,Private - AeroClub,F5520,Cargo,Boeing 747,REG97773,CN504,208,75,6,Mid-air collision.,Clear,5,0,Cessna 208,24,No,High
22-10-1994,7:38:12,Delhi,Rescue Ops,F1076,Training,Wright Flyer,REG63363,CN618,55,71,2,Mid-air collision.,Storm,22,0,Cessna 208,29,No,Critical
31-10-2003,18:30:49,London,Commercial - AirFly,F8517,Cargo,Airbus A320,REG13584,CN593,60,33,2,Crash during takeoff.,Rain,15,60,Cessna 208,14,No,Low
17-08-1993,7:18:05,Delhi,Commercial - AirFly,F2245,International,Cessna 172,REG51139,CN462,112,73,8,Engine failure mid-air.,Rain,32,45,Airbus A380,8,Yes,High
20-07-1988,7:12:53,London,Cargo Air,F6833,International,F-16 Falcon,REG25712,CN180,253,78,0,Mid-air collision.,Clear,31,10,Cessna 208,16,No,Critical
29-05-1986,16:17:25,London,Cargo Air,F3101,Domestic,Airbus A320,REG65466,CN589,277,4,16,Bird strike reported.,Fog,12,15,Boeing 737,23,No,High
03-10-1970,0:43:13,Delhi,Cargo Air,F2650,Training,Boeing 747,REG90318,CN982,133,23,17,Bird strike reported.,Rain,18,15,Cessna 208,12,Yes,Critical
13-01-2008,6:26:44,Tokyo,Commercial - AirFly,F7563,Training,Cessna 172,REG33578,CN685,68,73,7,Crash during landing.,Storm,16,30,Antonov An-225,28,No,Medium
01-02-1983,23:09:30,New York,Military - U.S. Army,F7906,Cargo,Wright Flyer,REG92660,CN629,274,92,10,Crash during takeoff.,Storm,17,30,Boeing 737,13,Yes,Medium
22-05-1975,6:52:16,Delhi,Private - AeroClub,F8370,Training,Boeing 747,REG57312,CN468,287,71,8,Bird strike reported.,Clear,27,0,Cessna 208,28,Yes,Medium
15-07-1995,11:20:43,Paris,Rescue Ops,F8322,Domestic,Cessna 172,REG90434,CN393,238,80,4,Engine failure mid-air.,Storm,27,45,Antonov An-225,28,Yes,Low
14-07-1984,10:14:20,Tokyo,Commercial - AirFly,F5382,Cargo,Boeing 747,REG68313,CN899,186,95,18,Mid-air collision.,Fog,27,5,Airbus A380,28,Yes,Medium
19-01-1991,21:16:47,Sydney,Private - AeroClub,F4450,International,Cessna 172,REG23501,CN197,33,60,17,Crash during landing.,Clear,26,30,Boeing 737,4,No,Medium
25-07-1977,20:59:56,Delhi,Commercial - AirFly,F4757,International,Boeing 747,REG68085,CN741,65,16,16,Engine failure mid-air.,Clear,3,45,Cessna 208,28,No,Critical
30-11-2011,17:59:17,Paris,Rescue Ops,F3213,International,Airbus A320,REG88326,CN567,289,55,16,Mid-air collision.,Storm,23,15,Airbus A380,26,Yes,Critical
15-08-1997,11:26:16,London,Commercial - AirFly,F1172,Domestic,Airbus A320,REG27865,CN452,147,60,17,Crash during landing.,Fog,31,10,Boeing 737,25,No,High
24-07-2023,7:50:00,Paris,Commercial - AirFly,F4089,Cargo,Airbus A320,REG67292,CN504,128,20,20,Crash during takeoff.,Fog,15,10,Boeing 737,14,Yes,High
17-07-1995,20:47:34,Tokyo,Rescue Ops,F4080,Domestic,Wright Flyer,REG27907,CN396,57,81,14,Mid-air collision.,Fog,18,45,Antonov An-225,7,No,Low
26-08-1983,1:34:01,London,Private - AeroClub,F5622,Training,Wright Flyer,REG67464,CN844,5,29,2,Engine failure mid-air.,Clear,32,5,Cessna 208,14,No,Critical
27-04-2003,14:44:50,New York,Commercial - AirFly,F2314,International,F-16 Falcon,REG44931,CN894,201,9,17,Crash during takeoff.,Rain,13,,Cessna 208,27,No,Low
10-12-1980,22:15:24,Delhi,Military - U.S. Army,F1549,International,Cessna 172,REG22315,CN633,107,60,12,Bird strike reported.,Storm,11,45,Boeing 737,24,Yes,High
04-03-2013,20:19:12,Tokyo,Private - AeroClub,F4568,Domestic,Wright Flyer,REG92956,CN544,167,1,5,Bird strike reported.,Snow,8,15,Airbus A380,1,Yes,Critical
28-06-2023,4:23:49,New York,Military - U.S. Army,F3583,Cargo,F-16 Falcon,REG99908,CN733,174,97,20,Crash during landing.,Clear,23,45,Airbus A380,23,Yes,Medium
07-10-2013,7:20:35,Sydney,Commercial - AirFly,F8187,International,F-16 Falcon,REG59514,CN466,69,32,1,Crash during takeoff.,Fog,36,10,Antonov An-225,7,Yes,High
15-01-1999,23:29:17,Paris,Cargo Air,F3627,Domestic,Airbus A320,REG30319,CN560,152,33,17,Bird strike reported.,Fog,1,60,Antonov An-225,24,Yes,Low
31-08-2002,19:15:20,Sydney,Private - AeroClub,F9830,Cargo,Wright Flyer,REG78690,CN799,255,98,17,Engine failure mid-air.,Snow,19,10,Antonov An-225,21,No,Low
21-08-1978,16:42:04,New York,Military - U.S. Army,F3926,Domestic,Wright Flyer,REG24031,CN597,99,12,1,Mid-air collision.,Fog,32,30,Cessna 208,2,No,Medium
11-05-1976,0:59:58,London,Rescue Ops,F2310,Cargo,F-16 Falcon,REG57307,CN671,213,47,1,Mid-air collision.,Storm,34,0,Boeing 737,27,No,Low
15-05-1989,16:06:06,Sydney,Military - U.S. Army,F9710,Cargo,Wright Flyer,REG35312,CN638,128,72,20,Engine failure mid-air.,Snow,36,15,Boeing 737,25,No,Critical
25-04-2008,3:10:50,London,Cargo Air,F7579,Training,Wright Flyer,REG79979,CN714,227,45,10,Mid-air collision.,Storm,24,15,Antonov An-225,27,No,Medium
10-07-2020,17:13:24,Paris,Commercial - AirFly,F6898,Cargo,Cessna 172,REG62047,CN100,18,36,19,Crash during landing.,Snow,9,10,Boeing 737,10,Yes,Medium
02-04-1998,0:49:52,Sydney,Commercial - AirFly,F9376,International,F-16 Falcon,REG14946,CN571,183,19,4,Bird strike reported.,Storm,38,5,Airbus A380,9,No,Low
07-03-2021,12:36:58,London,Private - AeroClub,F6319,Cargo,Wright Flyer,REG73999,CN945,296,12,19,Bird strike reported.,Clear,37,15,Boeing 737,25,Yes,High
19-03-2001,13:26:59,New York,Military - U.S. Army,F1187,Cargo,F-16 Falcon,REG49948,CN636,22,40,17,Mid-air collision.,Rain,21,30,Airbus A380,5,Yes,Critical
23-12-2009,19:36:32,New York,Military - U.S. Army,F8076,Training,Cessna 172,REG29400,CN235,173,10,15,Mid-air collision.,Clear,36,15,Cessna 208,3,No,Critical
12-09-1981,4:30:35,London,Rescue Ops,F7476,International,Airbus A320,REG90739,CN853,269,31,7,Crash during landing.,Storm,28,10,Boeing 737,4,No,Critical
09-10-2002,11:12:20,Tokyo,Cargo Air,F1396,Training,Wright Flyer,REG55838,CN731,227,79,4,Crash during takeoff.,Clear,15,5,Cessna 208,5,Yes,Low
23-11-1974,7:39:59,London,Commercial - AirFly,F1225,Training,F-16 Falcon,REG49992,CN560,242,2,10,Engine failure mid-air.,Snow,14,5,Cessna 208,18,No,Medium
26-08-1971,12:37:57,Sydney,Cargo Air,F1712,Training,Wright Flyer,REG17878,CN390,103,89,19,Bird strike reported.,Clear,30,45,Boeing 737,3,No,High
26-04-2002,3:01:18,Sydney,Rescue Ops,F4787,Cargo,Airbus A320,REG23055,CN423,249,76,17,Crash during landing.,Rain,13,30,Antonov An-225,18,Yes,Low
12-03-1992,16:19:21,Delhi,Rescue Ops,F3572,Domestic,Boeing 747,REG99694,CN460,182,80,9,Engine failure mid-air.,Snow,18,60,Boeing 737,21,No,Critical
23-08-1972,17:17:14,London,Commercial - AirFly,F7436,International,F-16 Falcon,REG60096,CN633,117,53,7,Mid-air collision.,Rain,28,10,Cessna 208,15,Yes,Medium
07-06-1982,18:34:43,London,Military - U.S. Army,F6062,International,Cessna 172,REG29025,CN771,290,20,10,Crash during landing.,Snow,35,45,Boeing 737,6,No,Medium
24-08-1972,10:56:26,Delhi,Commercial - AirFly,F8258,Training,Wright Flyer,REG34632,CN209,68,23,0,Mid-air collision.,Snow,18,30,Airbus A380,20,Yes,Medium
04-05-1972,11:05:44,Delhi,Military - U.S. Army,F9230,Cargo,Boeing 747,REG34114,CN972,199,62,15,Engine failure mid-air.,Rain,13,5,Boeing 737,14,Yes,High
21-01-2007,7:47:42,London,Military - U.S. Army,F2083,International,Cessna 172,REG90879,CN601,167,58,7,Crash during takeoff.,Fog,3,30,Antonov An-225,24,No,Critical
24-04-2021,19:34:33,Sydney,Private - AeroClub,F9530,Domestic,Cessna 172,REG69886,CN946,22,31,16,Mid-air collision.,Fog,3,30,Antonov An-225,17,Yes,Medium
15-02-1996,14:25:56,Tokyo,Commercial - AirFly,F8558,International,Cessna 172,REG48590,CN727,28,88,16,Engine failure mid-air.,Fog,29,0,Boeing 737,6,Yes,Critical
07-02-2007,10:28:01,London,Rescue Ops,F4308,Cargo,F-16 Falcon,REG42778,CN431,84,91,3,Crash during landing.,Clear,29,45,Cessna 208,3,No,Medium
22-12-2003,17:24:02,London,Commercial - AirFly,F3459,International,Wright Flyer,REG33444,CN887,27,53,9,Bird strike reported.,Fog,19,45,Airbus A380,4,Yes,Medium
26-04-1970,19:48:16,New York,Rescue Ops,F9153,Cargo,Airbus A320,REG10753,CN722,253,30,6,Mid-air collision.,Fog,30,15,Antonov An-225,3,Yes,Medium
08-02-2019,8:39:40,Paris,Military - U.S. Army,F1801,International,Wright Flyer,REG17217,CN768,179,4,4,Crash during landing.,Snow,39,10,Cessna 208,30,Yes,Low
09-10-1979,13:11:10,Sydney,Commercial - AirFly,F3906,Cargo,Airbus A320,REG57210,CN136,48,98,9,Bird strike reported.,Storm,25,60,Boeing 737,25,No,Low
09-04-1996,15:08:07,Sydney,Commercial - AirFly,F6393,Cargo,Airbus A320,REG37504,CN812,108,78,1,Crash during landing.,Snow,34,0,Antonov An-225,24,No,Critical
